TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
19054,species,necwhi3,avibase-CC0F4D34,New Caledonian Whistler,Pachycephala caledonica,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19055,species,guhwhi1,avibase-D59EAEF7,Guadalcanal Hooded Whistler,Pachycephala implicata,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19056,species,bohwhi1,avibase-76644DFB,Bougainville Hooded Whistler,Pachycephala richardsi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19057,species,biswhi1,avibase-13B1CB11,Bismarck Whistler,Pachycephala citreogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19063,species,louwhi1,avibase-2BE3319F,Louisiade Whistler,Pachycephala collaris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19067,species,temwhi1,avibase-96745997,Temotu Whistler,Pachycephala vanikorensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19071,species,oriwhi1,avibase-0A158873,Oriole Whistler,Pachycephala orioloides,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19082,species,renwhi1,avibase-F095FFBE,Rennell Whistler,Pachycephala feminina,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19083,species,rubwhi1,avibase-20B48985,Rusty-breasted Whistler,Pachycephala fulvotincta,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19084,issf,rubwhi2,avibase-FF5968A9,Rusty-breasted Whistler (Salayar),Pachycephala fulvotincta teysmanni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,rubwhi1
19085,issf,rubwhi3,avibase-BDEFD28A,Rusty-breasted Whistler (Rusty-breasted),Pachycephala fulvotincta [fulvotincta Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,rubwhi1
19090,species,yetwhi1,avibase-BBE89E11,Yellow-throated Whistler,Pachycephala macrorhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19091,issf,yetwhi2,avibase-D830B11A,Yellow-throated Whistler (Moluccan),Pachycephala macrorhyncha [macrorhyncha Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
19097,issf,yetwhi3,avibase-60A0BCD9,Yellow-throated Whistler (Timor),Pachycephala macrorhyncha calliope,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
19098,issf,yetwhi4,avibase-1679A6CE,Yellow-throated Whistler (Banda Sea),Pachycephala macrorhyncha par/compar,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
19101,issf,yetwhi5,avibase-D71F32E8,Yellow-throated Whistler (Damar),Pachycephala macrorhyncha dammeriana,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
19102,issf,yetwhi6,avibase-1F32AD36,Yellow-throated Whistler (Babar),Pachycephala macrorhyncha sharpei,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
19103,species,bkcwhi1,avibase-5309CD6A,Black-chinned Whistler,Pachycephala mentalis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19107,species,golwhi2,avibase-2A5D6D4A,Baliem Whistler,Pachycephala balim,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19108,species,golwhi1,avibase-17A62E61,Golden Whistler,Pachycephala pectoralis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19114,species,weswhi2,avibase-EE97B267,Western Whistler,Pachycephala fuliginosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19117,slash,y01193,avibase-DCE91797,Golden/Western Whistler,Pachycephala pectoralis/fuliginosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19118,species,bltwhi1,avibase-D6B9FCEC,Black-tailed Whistler,Pachycephala melanura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19123,species,mornin1,avibase-21B46047,Morningbird,Pachycephala tenebrosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19124,species,brbwhi1,avibase-F1D4D8D5,Brown-backed Whistler,Pachycephala modesta,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19128,species,lorwhi1,avibase-B22B9BD5,Lorentz's Whistler,Pachycephala lorentzi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19129,species,gobwhi1,avibase-F852672F,Golden-backed Whistler,Pachycephala aurea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19130,species,yebwhi1,avibase-5E75CBEF,Yellow-bellied Whistler,Pachycephala philippinensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19131,issf,yebwhi2,avibase-3465CB48,Yellow-bellied Whistler (fallax),Pachycephala philippinensis fallax,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19132,issf,yebwhi3,avibase-C253B186,Yellow-bellied Whistler (illex),Pachycephala philippinensis illex,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19133,issf,yebwhi9,avibase-89006B13,Yellow-bellied Whistler (philippinensis Group),Pachycephala philippinensis [philippinensis Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19139,species,borwhi1,avibase-D99B20DF,Bornean Whistler,Pachycephala hypoxantha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19142,species,subwhi1,avibase-19C021C4,Sulphur-bellied Whistler,Pachycephala sulfuriventer,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19143,species,manwhi1,avibase-FDD9B522,Mangrove Whistler,Pachycephala cinerea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19146,species,grbwhi1,avibase-AB5815F4,Green-backed Whistler,Pachycephala albiventris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19147,species,whvwhi1,avibase-FB40EA21,White-vented Whistler,Pachycephala homeyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19148,issf,whvwhi2,avibase-975AC6E4,White-vented Whistler (Sulu),Pachycephala homeyeri homeyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19149,issf,whvwhi3,avibase-8CF14084,White-vented Whistler (Cebu),Pachycephala homeyeri major,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19150,issf,whvwhi4,avibase-58F31096,White-vented Whistler (White-vented),Pachycephala homeyeri winchelli,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19151,species,islwhi2,avibase-8F42FC31,Island Whistler,Pachycephala phaionota,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19152,species,biawhi1,avibase-A0C15697,Biak Whistler,Pachycephala melanorhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19153,species,ruswhi1,avibase-2F4882E1,Rusty Whistler,Pachycephala hyperythra,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19158,species,grywhi2,avibase-409B6E6A,Gray Whistler,Pachycephala simplex,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19159,issf,grywhi1,avibase-6C7C4C98,Gray Whistler (Brown),Pachycephala simplex simplex/brunnescens,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,grywhi2
19162,issf,gyhwhi1,avibase-B917D4E0,Gray Whistler (Gray-headed),Pachycephala simplex [griseiceps Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,grywhi2
19169,species,walwhi1,avibase-C969AFEC,Wallacean Whistler,Pachycephala arctitorquis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19173,species,drawhi1,avibase-01907039,Drab Whistler,Pachycephala griseonota,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19174,issf,drawhi2,avibase-20B7CA4F,Drab Whistler (Drab),Pachycephala griseonota [griseonota Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,drawhi1
19180,issf,drawhi3,avibase-45940737,Drab Whistler (Cinnamon-breasted),Pachycephala griseonota johni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,drawhi1
19181,species,whbwhi1,avibase-3E96E081,White-bellied Whistler,Pachycephala leucogastra,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19184,species,blhwhi1,avibase-76AD04B7,Black-headed Whistler,Pachycephala monacha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19187,species,rufwhi1,avibase-0ABCDD1C,Rufous Whistler,Pachycephala rufiventris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19193,species,whbwhi2,avibase-A6E44BBF,White-breasted Whistler,Pachycephala lanioides,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19197,spuh,pachyc1,avibase-9178779C,Pachycephala sp.,Pachycephala sp.,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19199,species,hoopit1,avibase-0D6D5373,Hooded Pitohui,Pitohui dichrous,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19202,species,varpit4,avibase-9A3A0C23,Raja Ampat Pitohui,Pitohui cerviniventris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19205,species,varpit2,avibase-AAB44A3F,Northern Variable Pitohui,Pitohui kirhocephalus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19215,species,varpit3,avibase-66F43F9C,Southern Variable Pitohui,Pitohui uropygialis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19221,slash,y01147,avibase-4030F8FD,Northern/Southern Variable Pitohui,Pitohui kirhocephalus/uropygialis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19222,species,timori1,avibase-352298C3,Timor Oriole,Oriolus melanotis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19223,species,timori3,avibase-997885E0,Wetar Oriole,Oriolus finschi,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19224,species,burori2,avibase-E3BC547E,Buru Oriole,Oriolus bouroensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19225,species,burori3,avibase-D48FFFDD,Tanimbar Oriole,Oriolus decipiens,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19226,species,serori1,avibase-1E7E73E5,Seram Oriole,Oriolus forsteni,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19227,species,halori1,avibase-53E4D2F9,Halmahera Oriole,Oriolus phaeochromus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19228,species,broori1,avibase-78DA4BAF,Brown Oriole,Oriolus szalayi,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19229,species,olbori1,avibase-068516BB,Olive-backed Oriole,Oriolus sagittatus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19234,species,greori1,avibase-37DF1792,Green Oriole,Oriolus flavocinctus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19239,species,datori1,avibase-8AD3A10D,Dark-throated Oriole,Oriolus xanthonotus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19242,species,datori7,avibase-C8FDA81D,Ventriloquial Oriole,Oriolus consobrinus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19245,species,whlori1,avibase-4867DAFC,White-lored Oriole,Oriolus albiloris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19246,species,phiori1,avibase-64FE17FB,Philippine Oriole,Oriolus steerii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19252,species,isaori1,avibase-D25D1A71,Isabela Oriole,Oriolus isabellae,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19253,species,eugori2,avibase-92A772BB,Eurasian Golden Oriole,Oriolus oriolus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19254,species,ingori1,avibase-4C263A0E,Indian Golden Oriole,Oriolus kundoo,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19255,slash,y00691,avibase-EBDD4106,Eurasian/Indian Golden Oriole,Oriolus oriolus/kundoo,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19256,species,afgori2,avibase-D4866EAE,African Golden Oriole,Oriolus auratus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19259,slash,y01041,avibase-9BDDCD5B,Eurasian/African Golden Oriole,Oriolus oriolus/auratus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19260,species,blnori1,avibase-CC216A71,Black-naped Oriole,Oriolus chinensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19261,issf,bknori1,avibase-B3CCAEEA,Black-naped Oriole (East Asian),Oriolus chinensis diffusus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19262,issf,bknori2,avibase-ED8A3461,Black-naped Oriole (Sunda),Oriolus chinensis [maculatus Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19270,issf,bknori4,avibase-5678E5FC,Black-naped Oriole (Philippine),Oriolus chinensis [chinensis Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19274,issf,bknori6,avibase-7291DD01,Black-naped Oriole (Talaud),Oriolus chinensis melanisticus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19275,issf,bknori5,avibase-6E447A4C,Black-naped Oriole (Sulawesi),Oriolus chinensis [frontalis Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19280,issf,bknori7,avibase-803F16C8,Black-naped Oriole (Tenggara),Oriolus chinensis broderipi/boneratensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19283,slash,y00800,avibase-34BBC0DD,Indian Golden/Black-naped Oriole,Oriolus kundoo/chinensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19284,species,slbori1,avibase-4ABC6B29,Slender-billed Oriole,Oriolus tenuirostris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19287,species,grhori1,avibase-4321596C,Green-headed Oriole,Oriolus chlorocephalus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19288,issf,gnhori1,avibase-C11F1C12,Green-headed Oriole (Green-headed),Oriolus chlorocephalus chlorocephalus/amani,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,grhori1
19291,issf,gnhori2,avibase-486AAD76,Green-headed Oriole (Gorongosa),Oriolus chlorocephalus speculifer,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,grhori1
19292,species,satori1,avibase-911FAD1A,Sao Tome Oriole,Oriolus crassirostris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19293,species,wbhori1,avibase-418C7CCB,Western Black-headed Oriole,Oriolus brachyrynchus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19296,species,dahori1,avibase-B6BCAD32,Ethiopian Black-headed Oriole,Oriolus monacha,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19299,species,abhori1,avibase-BE62734A,African Black-headed Oriole,Oriolus larvatus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19306,species,bltori1,avibase-95A2F6E7,Black-tailed Oriole,Oriolus percivali,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19307,species,blwori1,avibase-DBBB162B,Black-winged Oriole,Oriolus nigripennis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19308,species,blhori1,avibase-E931F073,Black-hooded Oriole,Oriolus xanthornus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19314,species,blaori1,avibase-50716C00,Black Oriole,Oriolus hosii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19315,species,bacori1,avibase-3D1CC341,Black-and-crimson Oriole,Oriolus consanguineus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19319,species,bacori3,avibase-556DF2D6,Javan Oriole,Oriolus cruentus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19320,species,marori2,avibase-11093B09,Maroon Oriole,Oriolus traillii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19321,issf,marori7,avibase-9EAFE9D4,Maroon Oriole (Maroon),Oriolus traillii traillii/robinsoni,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,marori2
19324,issf,marori8,avibase-4297FDB7,Maroon Oriole (Crimson),Oriolus traillii ardens/nigellicauda,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,marori2
19327,species,silori1,avibase-5CB04D17,Silver Oriole,Oriolus mellianus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19328,spuh,oriolu1,avibase-76CA334E,old world oriole sp.,Oriolus sp.,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19329,species,wetfig1,avibase-191C56A7,Wetar Figbird,Sphecotheres hypoleucus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19330,species,grnfig1,avibase-196347A3,Green Figbird,Sphecotheres viridis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19331,species,ausfig1,avibase-DAC824A4,Australasian Figbird,Sphecotheres vieilloti,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19332,issf,ausfig7,avibase-74E332AC,Australasian Figbird (flaviventris Group),Sphecotheres vieilloti [flaviventris Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19336,issf,ausfig3,avibase-7584A57E,Australasian Figbird (salvadorii),Sphecotheres vieilloti salvadorii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19337,issf,ausfig6,avibase-00F41F54,Australasian Figbird (vieilloti),Sphecotheres vieilloti vieilloti,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19338,species,noipio1,avibase-BF367578,North Island Piopio,Turnagra tanagra,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19339,species,soipio1,avibase-65FAB387,South Island Piopio,Turnagra capensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19343,species,blbboa1,avibase-7A20EBB0,Black-breasted Boatbill,Machaerirhynchus nigripectus,Passeriformes,Machaerirhynchidae (Boatbills),Boatbills,
19347,species,yebboa1,avibase-A7DBA3E6,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,Passeriformes,Machaerirhynchidae (Boatbills),Boatbills,
19355,species,ashwoo2,avibase-D10DF10F,Ashy Woodswallow,Artamus fuscus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19356,species,fijwoo1,avibase-F12E7F7F,Fiji Woodswallow,Artamus mentalis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19357,species,whbwoo8,avibase-7ADFC30E,Ivory-backed Woodswallow,Artamus monachus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19358,species,grewoo1,avibase-776CBB16,Great Woodswallow,Artamus maximus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19359,species,whbwoo4,avibase-05793C3E,White-breasted Woodswallow,Artamus leucorynchus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19369,species,biswoo1,avibase-30822099,Bismarck Woodswallow,Artamus insignis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19370,species,maswoo1,avibase-92A5A04D,Masked Woodswallow,Artamus personatus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19371,species,whbwoo5,avibase-FC26F2A3,White-browed Woodswallow,Artamus superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19372,hybrid,x00962,avibase-07F3D5C7,Masked x White-browed Woodswallow (hybrid),Artamus personatus x superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19373,slash,y01039,avibase-FF7DF5BE,Masked/White-browed Woodswallow,Artamus personatus/superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19374,species,blfwoo1,avibase-DD4B0562,Black-faced Woodswallow,Artamus cinereus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19375,issf,bkfwoo1,avibase-41E96DD0,Black-faced Woodswallow (White-vented),Artamus cinereus normani/inkermani,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,blfwoo1
19378,issf,bkfwoo2,avibase-FB715667,Black-faced Woodswallow (Black-vented),Artamus cinereus [cinereus Group],Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,blfwoo1
19382,species,duswoo1,avibase-0DA479A1,Dusky Woodswallow,Artamus cyanopterus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
